host,date,count
dialup00025.cinet.itl.net,1995-08-19,14
infrared.creol.ucf.edu,1995-08-23,1
cu-dialup-0702.cit.cornell.edu,1995-08-24,2
etd5a.cad.ksc.nasa.gov,1995-08-24,2
ix-sac7-29.ix.netcom.com,1995-08-26,3
star86.hkstar.com,1995-08-27,1
153.78.49.245,1995-08-28,21
mega206.megamed.com,1995-07-01,2
204.48.128.59,1995-07-01,1
halifax-ts4-02.nstn.ca,1995-07-02,1
ip11.iac.net,1995-07-05,1
espresso.sd.inri.com,1995-07-05,25
fsmath.mathematik.uni-dortmund.de,1995-07-06,3
132.201.5.202,1995-07-06,1
204.101.85.102,1995-07-06,1
155.31.129.17,1995-07-07,1
ip082.phx.primenet.com,1995-07-08,1
bend9.bendnet.com,1995-07-08,1
out.ibm.com.au,1995-07-10,1
hellcat.polaroid.com,1995-07-11,1
cdowdh.ozonline.com.au,1995-07-12,1
brd329s.bradley.edu,1995-07-12,1
163.205.1.45,1995-07-13,5
128.158.50.207,1995-07-13,2
137.248.121.242,1995-07-14,1
163.205.12.176,1995-07-14,2
147.43.32.134,1995-07-14,1
eggy.pr.mcs.net,1995-07-15,1
193.12.209.1,1995-07-16,1
vlarson.mn01.bull.com,1995-07-17,1
ppp228.gol.com,1995-07-17,1
ehdup-k-11.rmt.net.pitt.edu,1995-07-19,2
crl9.crl.com,1995-07-22,1
aerospat.pobox.oleane.com,1995-08-29,1
teton.doit.wisc.edu,1995-08-29,2
139.169.64.34,1995-08-29,1
146.142.160.57,1995-08-29,1
199.79.172.84,1995-08-30,3
129.247.107.16,1995-08-31,1
bos1b.delphi.com,1995-08-03,1
144.92.22.144,1995-08-06,1
markpage.rapidramp.com,1995-08-06,1
s3077.netins.net,1995-08-08,4
fireball.jpl.nasa.gov,1995-08-10,2
193.219.60.153,1995-08-13,2
163.206.10.54,1995-08-14,1
163.206.130.37,1995-08-15,2
128.158.29.192,1995-08-18,2
ncg-65.axionet.com,1995-08-20,2
m38-370-9.mit.edu,1995-08-20,37
202.244.224.76,1995-08-20,1
ix-ir16-06.ix.netcom.com,1995-08-20,1
c682h.gsfc.nasa.gov,1995-08-22,2
muse2.msfc.nasa.gov,1995-08-24,1
ppposk020.asahi-net.or.jp,1995-08-26,1
ts3-04.inforamp.net,1995-08-27,1
128.252.230.210,1995-07-01,1
connect3.metro2.k12.mn.us,1995-07-02,1
dd03-047.compuserve.com,1995-07-02,1
port19.gateway1.ic.net,1995-07-02,1
anx110.ccs.tuns.ca,1995-07-03,1
ppp265.st.rim.or.jp,1995-07-04,1
www-d4.proxy.aol.com,1995-07-05,9
hortensia.etek.chalmers.se,1995-07-09,5
199.212.13.134,1995-07-10,4
gateway.senet.com.au,1995-07-11,1
realmac.csd.unb.ca,1995-07-13,2
freenet3.scri.fsu.edu,1995-07-14,1
b2aa-01.sucs.soton.ac.uk,1995-07-14,2
161.52.213.206,1995-07-15,1
194.108.167.41,1995-07-17,1
ppp3.moa.com,1995-07-17,1
jake.sp.cs.cmu.edu,1995-07-19,1
bbeznoska.lerc.nasa.gov,1995-07-20,1
dialup96-045.swipnet.se,1995-07-22,1
ts16.northcoast.com,1995-07-22,1
ein76.pi.net,1995-07-23,1
pm254-52.smartlink.net,1995-07-23,3
ix-orl1-14.ix.netcom.com,1995-07-25,1
kh541-pm28.unomaha.edu,1995-07-25,2
131.202.45.109,1995-07-25,1
ts04-ind-10.iquest.net,1995-08-29,1
ix-bal1-01.ix.netcom.com,1995-08-29,1
192.112.22.115,1995-08-30,4
128.159.111.141,1995-07-27,1
megabyte.omsi.edu,1995-07-27,4
wwwproxy.sanders.com,1995-08-03,4
srv1.freenet.calgary.ab.ca,1995-08-04,1
134.124.43.221,1995-08-05,1
pm2_17.digital.net,1995-08-05,1
204.185.50.4,1995-08-05,1
piweba3y.prodigy.com,1995-08-07,9
eeldon.sp.trw.com,1995-08-08,2
170.55.40.169,1995-08-09,1
drabenstottduo.sils.umich.edu,1995-08-10,4
128.159.154.147,1995-08-11,1
universe29.barint.on.ca,1995-08-11,2
199.174.146.19,1995-08-12,1
205.138.53.104,1995-08-12,14
seitti.funet.fi,1995-08-15,1
enceladus.execpc.com,1995-08-15,1
ben-field-td1.hfdorp.ingr.com,1995-08-18,2
kaiwan146.kaiwan.com,1995-08-22,2
slip155-134.on.ca.ibm.net,1995-08-23,1
saturn.aitc.rest.tasc.com,1995-08-25,1
mikeh.aztec.co.za,1995-08-27,2
pellew.ntu.edu.au,1995-08-28,4
slip-8-8.ots.utexas.edu,1995-08-29,2
arena.carleton.ca,1995-07-01,1
orange.ge.com,1995-07-03,3
mcpool.neep.wisc.edu,1995-07-03,1
vivaldi.hamline.edu,1995-07-03,2
brother.cc.monash.edu.au,1995-07-03,2
harrier.ecn.uoknor.edu,1995-07-03,1
candy.nagaokaut.ac.jp,1995-07-03,1
158.111.129.54,1995-07-09,1
161.40.50.21,1995-07-10,1
198.102.67.42,1995-07-12,1
pm2_5.digital.net,1995-07-13,1
ip189.phx.primenet.com,1995-07-15,3
ix-den11-24.ix.netcom.com,1995-07-20,2
dialup-2-41.d.umn.edu,1995-07-20,3
sutliff.lerc.nasa.gov,1995-07-21,1
ix-col3-13.ix.netcom.com,1995-07-23,1
super5.hyundai.co.kr,1995-07-24,1
138.64.151.21,1995-07-24,1
129.130.88.13,1995-08-30,1
apci.com,1995-08-30,1
modems5.via.nl,1995-08-30,1
nttfgw.ntt-f.co.jp,1995-08-31,1
server03.zrz.tu-berlin.de,1995-08-31,1
158.26.40.189,1995-08-31,2
van11318.direct.ca,1995-08-31,1
dd13-019.compuserve.com,1995-07-27,2
tearnest2.stpaul.ncr.com,1995-07-27,24
spectrum.xerox.com,1995-08-04,2
ts179.asiaonline.net,1995-08-05,1
204.57.209.123,1995-08-05,1
chas.ndl.co.uk,1995-08-06,2
hydra.ksc.nasa.gov,1995-08-07,3
manaus.bologna.maraut.it,1995-08-10,3
gere.uu.net,1995-08-11,1
204.117.154.131,1995-08-12,2
152.163.192.35,1995-08-14,1
networks.bt-sys.bt.co.uk,1995-08-15,1
139.169.61.188,1995-08-16,1
info.tuwien.ac.at,1995-08-22,1
192.88.113.66,1995-08-23,1
132.246.144.35,1995-08-23,1
bdsoft.tiac.net,1995-08-23,1
www-d3.proxy.aol.com,1995-08-24,1
portal.visa.com,1995-08-24,1
kiosk-4-5.dial.inet.fi,1995-08-25,1
193.43.125.1,1995-08-26,2
128.159.76.128,1995-08-26,1
zoom112.telepath.com,1995-07-01,1
129.194.154.35,1995-07-02,1
pm55.smartlink.net,1995-07-03,3
scied.cedu.niu.edu,1995-07-03,1
ix-sea6-10.ix.netcom.com,1995-07-03,1
mxpc.mu.espace.aerospatiale.fr,1995-07-04,2
163.205.162.111,1995-07-05,1
prgen01.bio.unipr.it,1995-07-06,1
202.70.0.6,1995-07-06,1
150.216.65.157,1995-07-07,2
199.29.132.2,1995-07-09,2
watserv1.uwaterloo.ca,1995-07-10,1
198.59.150.87,1995-07-10,1
ftmfl-1.gate.net,1995-07-10,2
dialup22.brussels.eunet.be,1995-07-11,10
198.104.161.109,1995-07-11,1
159.142.115.14,1995-07-12,2
orange.ge.com,1995-07-13,1
puma.cyberport.com,1995-07-13,1
134.193.59.1,1995-07-14,1
awcec61.eglin.af.mil,1995-07-14,1
belfry.belfry.net,1995-07-15,2
202.32.158.70,1995-07-21,3
www-c4.proxy.aol.com,1995-07-21,3
ix-wh3-21.ix.netcom.com,1995-07-22,1
128.217.62.1,1995-08-30,1
202.154.14.32,1995-08-30,1
shihpc.gsfc.nasa.gov,1995-08-31,1
cosmic.gsfc.nasa.gov,1995-08-31,1
caspr5.npt.nuwc.navy.mil,1995-08-31,1
ix-atl7-21.ix.netcom.com,1995-08-31,1
128.159.129.170,1995-07-26,1
mailhost.magus.co.uk,1995-08-01,2
400gtw.nl,1995-08-04,1
sukiyaki.nri.com,1995-08-05,1
dd18-010.compuserve.com,1995-08-05,1
qis009.bwi.wec.com,1995-08-07,2
pm2-18.tvs.net,1995-08-10,2
demornay.lanl.gov,1995-08-10,5
202.32.92.28,1995-08-11,6
minos.bch.umontreal.ca,1995-08-11,1
bigmac.crihan.fr,1995-08-11,1
tao.kuai.se,1995-08-14,2
rserio.charm.net,1995-08-14,3
gw1.fbc.com,1995-08-15,3
pollux.astro.ku.dk,1995-08-15,1
karon.saga.no,1995-08-16,2
pong.ping.at,1995-08-18,1
chi033.wwa.com,1995-08-19,3
ts34p3.netvision.net.il,1995-08-23,1
mac087003.shef.ac.uk,1995-08-23,1
ip35.washington.dc.interramp.com,1995-08-25,2
xetron.com,1995-08-28,2
www-b1.proxy.aol.com,1995-07-01,3
mersey.hursley.ibm.com,1995-07-03,1
nccnd.gsfc.nasa.gov,1995-07-04,2
hou03.onramp.net,1995-07-04,1
ariel.earth.nwu.edu,1995-07-04,2
ux10.hrz.uni-dortmund.de,1995-07-06,1
kathie.inn.usu.edu,1995-07-06,2
143.88.86.110,1995-07-07,1
rome.globaldss.com,1995-07-07,5
199.201.186.103,1995-07-08,1
pm1-24.america.net,1995-07-09,1
piweba2y.prodigy.com,1995-07-09,3
dal53.onramp.net,1995-07-12,1
203.248.53.19,1995-07-13,1
maestro.despres.co.jp,1995-07-14,1
parallel.scandal.cs.cmu.edu,1995-07-15,1
mailbox.rmplc.co.uk,1995-07-15,4
ad04-004.compuserve.com,1995-07-16,5
kits.sfu.ca,1995-07-17,1
wsmith.osf.hq.nasa.gov,1995-07-17,2
tearnest2.stpaul.ncr.com,1995-07-20,11
mozart.inet.co.th,1995-07-23,1
scooter-ppp-bc.neosoft.com,1995-07-23,1
lab200-24.baylor.edu,1995-07-23,1
144.44.64.12,1995-07-24,1
koriel.sun.com,1995-07-24,2
dialup96-133.swipnet.se,1995-08-29,1
ip094.phx.primenet.com,1995-08-30,2
ppp-11.fit.edu,1995-08-30,1
arabman.psyber.com,1995-08-30,3
n1375571.ksc.nasa.gov,1995-08-31,1
ix-tf6-05.ix.netcom.com,1995-07-27,1
line026.nwm.mindlink.net,1995-08-03,2
dd10-020.compuserve.com,1995-08-04,1
dialup-85.icon-stl.net,1995-08-06,1
crl5.crl.com,1995-08-07,22
ix-har4-05.ix.netcom.com,1995-08-08,2
n1031648.ksc.nasa.gov,1995-08-09,2
diala05.aei.ca,1995-08-09,2
199.1.114.103,1995-08-12,1
199.174.158.13,1995-08-13,10
ix-sac5-07.ix.netcom.com,1995-08-18,4
203.255.208.24,1995-08-21,1
ns.kidsoft.com,1995-08-21,3
162.127.27.227,1995-08-23,1
eblanco.lerc.nasa.gov,1995-08-24,1
ix-rtp4-08.ix.netcom.com,1995-08-26,2
buffnet1.buffnet.net,1995-08-26,4
cpcug.org,1995-08-26,1
204.134.97.30,1995-08-27,2
nubis.rutgers.edu,1995-08-28,1
202.248.44.130,1995-07-01,1
ns11.moran.com,1995-07-04,1
w20-575-4.mit.edu,1995-07-05,10
internet-gw.ford.com,1995-07-05,3
cad100.cadvision.com,1995-07-05,2
155.35.16.165,1995-07-06,2
158.93.40.142,1995-07-06,1
p69.infinet.com,1995-07-06,1
130.252.70.67,1995-07-07,1
st-sid-rich-dyn-20.baylor.edu,1995-07-09,2
d104.aksi.net,1995-07-09,1
www-d3.proxy.aol.com,1995-07-10,1
193.132.228.130,1995-07-10,2
dip061.pixi.com,1995-07-11,2
ppp0069.po.iijnet.or.jp,1995-07-13,3
tremaine.cc.uec.ac.jp,1995-07-13,1
schulken_mac.rockefeller.edu,1995-07-13,1
drjo015a116.embratel.net.br,1995-07-13,1
iccu6.ipswichcity.qld.gov.au,1995-07-14,1
asn20.whidbey.net,1995-07-15,1
dds.dds.nl,1995-07-15,3
ip-pdx2-12.teleport.com,1995-07-15,2
stri-tcp1.stricom.army.mil,1995-07-17,1
capc12.dot.state.mn.us,1995-07-17,1
33m44e3111.dgsc.dla.mil,1995-07-18,2
intgate.raleigh.ibm.com,1995-07-18,3
204.169.105.61,1995-07-19,2
dd05-019.compuserve.com,1995-07-21,1
ohrt2.oz.net,1995-07-23,2
hp163.den.mmc.com,1995-07-25,1
204.96.76.17,1995-08-29,2
p100cw.ess.harris.com,1995-08-30,1
134.57.50.202,1995-08-30,1
128.159.144.38,1995-08-30,1
uicvm.cc.uic.edu,1995-08-31,1
interlock.ustreas.gov,1995-07-26,1
scooter.pa-x.dec.com,1995-07-28,14
ppp-82-10.bu.edu,1995-08-04,1
pi.prospect.com,1995-08-04,1
quadra_gulf.rollins.edu,1995-08-07,2
adro.radar1.sp-agency.ca,1995-08-07,2
je3-n213-9.arc.nasa.gov,1995-08-09,1
156.34.48.193,1995-08-12,2
sd-rmorris.jsc.nasa.gov,1995-08-15,1
"",1995-08-17,1
dd05-035.compuserve.com,1995-08-18,1
slip-69.ieway.com,1995-08-20,1
pha.earthlink.net,1995-08-22,4
apci.com,1995-08-24,3
info1.lancs.ac.uk,1995-08-24,1
128.217.62.2,1995-08-24,5
slip61.indirect.com,1995-08-26,2
limeppp2.kosone.com,1995-08-26,1
163.205.180.32,1995-08-28,1
slip137-33.pt.uk.ibm.net,1995-08-28,1
mimas.execpc.com,1995-07-01,1
ix-wbg-va2-26.ix.netcom.com,1995-07-01,6
pm056-06.dialip.mich.net,1995-07-05,3
m610m29.isc.rit.edu,1995-07-06,3
leasel.inmind.com,1995-07-07,1
129.15.36.46,1995-07-07,2
crm.umontreal.ca,1995-07-07,1
cs3p2.ipswichcity.qld.gov.au,1995-07-11,1
cochese.atext.com,1995-07-11,1
140.254.52.21,1995-07-11,3
piweba1y.prodigy.com,1995-07-12,2
dd05-007.compuserve.com,1995-07-09,1
ip12.san-diego.ca.interramp.com,1995-07-13,1
cle202.ssd.com,1995-07-13,2
cft8.ppp252.cftnet.com,1995-07-13,1
bigmike.atw.fullfeed.com,1995-07-14,1
heimdallp2.compaq.com,1995-07-15,1
www-b4.proxy.aol.com,1995-07-15,1
dolphin-21.netrunner.net,1995-07-16,1
dialup98-122.swipnet.se,1995-07-17,3
alberti.cs.berkeley.edu,1995-07-18,1
ellis-pc.jhuapl.edu,1995-07-19,1
alamo-lbeavers.nmsu.edu,1995-07-20,1
z101.euronet.nl,1995-07-21,1
pslip112.pvd-ri.ids.net,1995-07-23,1
n1136059.ksc.nasa.gov,1995-08-29,1
128.158.59.51,1995-08-30,1
sd-sprow.jsc.nasa.gov,1995-08-30,1
duxbury23.pcix.com,1995-08-30,3
nobel.si.uqam.ca,1995-08-31,1
ffindley.eag.unisysgsg.com,1995-08-04,5
modem18.lancite.net,1995-08-06,1
202.32.66.34,1995-08-08,1
141.24.12.2,1995-08-14,1
adb-clbj.risoe.dk,1995-08-16,1
firewall.dir.co.jp,1995-08-17,4
ppp.hic.net,1995-08-19,1
tyo1.gate.nec.co.jp,1995-08-23,1
europa6.netdepot.com,1995-08-26,2
206.24.66.60,1995-08-26,2
163.206.89.4,1995-08-28,1
bastion1.us.dbisna.com,1995-07-03,1
www-b2.proxy.aol.com,1995-07-04,6
ccn.cs.dal.ca,1995-07-04,1
neon173.neonramp.com,1995-07-05,2
szatkowskipc.az05.bull.com,1995-07-06,1
146.186.50.99,1995-07-06,1
www-d4.proxy.aol.com,1995-07-09,8
ftmfl-4.gate.net,1995-07-09,1
srv1.freenet.calgary.ab.ca,1995-07-09,2
slip157.hk.super.net,1995-07-11,1
166.35.200.235,1995-07-12,1
mcdgs07.cr.usgs.gov,1995-07-14,2
www-c5.proxy.aol.com,1995-07-16,1
ix-dc11-11.ix.netcom.com,1995-07-16,2
ttypc.tyrell.net,1995-07-17,2
hfxpm1-d129.atcon.com,1995-07-19,1
204.19.123.44,1995-07-19,5
svcrppp23.epix.net,1995-07-19,1
zaphod.execpc.com,1995-07-23,1
ix-nhv-ct2-07.ix.netcom.com,1995-07-25,1
n874797.ksc.nasa.gov,1995-08-29,5
dal04-15.ppp.iadfw.net,1995-08-29,4
204.149.90.48,1995-08-29,2
ix-li2-08.ix.netcom.com,1995-08-31,1
s51.tucslip.indirect.com,1995-08-31,2
el0262.lib.okstate.edu,1995-07-26,1
gatekeeper.altabates.com,1995-07-26,1
dialup-012.lit.intellinet.com,1995-07-27,2
geomac8.geomet.uv.es,1995-07-28,1
tartarus.mpr.ca,1995-08-03,1
136.186.85.196,1995-08-03,7
www-e1f.gnn.com,1995-08-06,1
kenneth.lerc.nasa.gov,1995-08-09,1
piweba3y.prodigy.com,1995-08-10,9
202.252.190.22,1995-08-11,1
pc6083-bh.nwscc.sea06.navy.mil,1995-08-11,11
inet1.nsc.com,1995-08-11,1
129.37.168.198,1995-08-12,1
204.174.70.55,1995-08-12,1
dd16-011.compuserve.com,1995-08-15,3
ix-sc7-11.ix.netcom.com,1995-08-16,1
client-71-54.online.apple.com,1995-08-16,1
atc.ameritel.net,1995-08-18,3
wizard.spry.com,1995-08-20,7
roger.ecn.purdue.edu,1995-08-21,1
202.242.111.16,1995-08-22,1
hoss.austin.asc.slb.com,1995-08-22,1
port49.annex3.net.ubc.ca,1995-08-22,1
204.119.51.2,1995-08-23,2
ix-mia3-23.ix.netcom.com,1995-07-01,2
freenet.edmonton.ab.ca,1995-07-02,1
ereapp.erenj.com,1995-07-03,3
ix-bal2-14.ix.netcom.com,1995-07-03,9
139.84.33.3,1995-07-06,1
www-b1.proxy.aol.com,1995-07-06,4
floyd.slip.wg.saar.de,1995-07-06,2
genie.com,1995-07-11,1
intospa.aball.de,1995-07-13,1
tchm01a2.rmt.utk.edu,1995-07-14,1
sfpm824.slip.net,1995-07-18,1
jack.nosc.mil,1995-07-18,1
minnie.bell.inmet.com,1995-07-19,1
usstyx.glaxo.com,1995-07-19,3
198.79.216.51,1995-07-25,3
user102x102.lacoe.edu,1995-07-25,2
www-d2.proxy.aol.com,1995-08-30,3
noemi.ias.fr,1995-07-27,1
bstfirewall.bst.bls.com,1995-08-03,1
sfsp54.slip.net,1995-08-06,1
stud323-15.teknutb.hks.se,1995-08-08,5
watson.nw.saic.com,1995-08-08,1
sagcorp-ppp.clark.net,1995-08-08,2
134.120.220.215,1995-08-09,1
pcellios.gatwick.geco-prakla.slb.com,1995-08-09,1
uard1.reg.uci.edu,1995-08-17,1
ix-atl10-12.ix.netcom.com,1995-08-23,1
mdicdrom.demon.co.uk,1995-08-24,1
slip3.fwb.gulf.net,1995-08-24,1
van02034.direct.ca,1995-08-25,2
204.117.158.103,1995-08-25,2
bill.dra.com,1995-08-26,2
153.76.70.101,1995-08-26,1
van05144.direct.ca,1995-08-27,2
ip226.albany.new-york.interramp.com,1995-08-28,2
ix-cin2-21.ix.netcom.com,1995-08-28,3
j09.kl2.jaring.my,1995-07-01,1
allegro1.culture.mipt.ru,1995-07-01,1
www-b5.proxy.aol.com,1995-07-01,1
ip201.vcv.primenet.com,1995-07-01,2
dialup20.sonetis.com,1995-07-05,1
152.11.249.48,1995-07-05,3
it.njit.edu,1995-07-06,1
d13.itsnet.com,1995-07-06,1
morphine.iris.com,1995-07-07,5
dyn1-039.cc.umanitoba.ca,1995-07-08,1
maxvision.com,1995-07-09,1
srv1s7.saglac.qc.ca,1995-07-09,1
dialip-28.athenet.net,1995-07-09,1
strauss.udel.edu,1995-07-10,3
163.205.125.15,1995-07-10,2
piweba3y.prodigy.com,1995-07-11,5
baloo.dc.luth.se,1995-07-11,1
shipofools.lit.cwru.edu,1995-07-11,4
160.205.60.19,1995-07-12,1
d158.nnb.interaccess.com,1995-07-13,2
s200-25.edenpr.k12.mn.us,1995-07-16,2
163.206.89.4,1995-07-18,1
sanantonio-1-8.i-link.net,1995-07-20,3
b10rn101.remote.ingr.com,1995-07-24,1
sahp315.sandia.gov,1995-07-25,5
net133-237.us.dell.com,1995-08-29,1
nuthatchnest.gsfc.nasa.gov,1995-08-29,1
128.220.62.144,1995-08-29,1
pm1-28.pclink.com,1995-08-31,1
gateway.ps.net,1995-08-31,2
relay.nmic.navy.mil,1995-07-26,1
128.102.31.172,1995-07-27,1
bia.ic.kbh-kom.dk,1995-08-07,1
east.ge.com,1995-08-08,3
bstfirewall.bst.bls.com,1995-08-09,3
152.163.192.71,1995-08-12,1
w3.lanl.gov,1995-08-14,1
xtsd0102.it.wsu.edu,1995-08-14,2
gateway.timken.com,1995-08-15,3
129.59.40.104,1995-08-15,1
van12342.direct.ca,1995-08-18,2
wpbfl2-34.gate.net,1995-08-19,1
dialupb162.intex.net,1995-08-21,2
info3.rus.uni-stuttgart.de,1995-08-24,1
tr95.travel-net.com,1995-08-26,2
ix-or12-12.ix.netcom.com,1995-08-26,1
erdpc-1.umtri.umich.edu,1995-07-01,1
193.49.140.67,1995-07-03,1
stemmons30.onramp.net,1995-07-03,1
whonig.psychology.dal.ca,1995-07-04,1
badlands.nodak.edu,1995-07-05,1
ip033.phx.primenet.com,1995-07-05,1
ip248.orlando.fl.interramp.com,1995-07-05,1
brd329m.bradley.edu,1995-07-06,1
sarastro.csd.unb.ca,1995-07-06,1
mac.cybernet.co.nz,1995-07-08,6
doughtyone.earthlink.net,1995-07-09,2
nearlink.ll.mit.edu,1995-07-10,2
128.132.64.216,1995-07-14,1
www-d4.proxy.aol.com,1995-07-14,1
igate.nrc.gov,1995-07-17,4
163.206.137.21,1995-07-18,2
cedwards.worldbank.org,1995-07-19,2
148.197.173.75,1995-07-20,1
klotz.ksc.nasa.gov,1995-07-21,1
198.182.21.22,1995-07-22,1
ppp1.intelinet.net,1995-07-23,1
137.244.160.140,1995-07-24,1
ad13-026.compuserve.com,1995-07-25,1
128.159.76.80,1995-07-25,1
h132_197_8_121.gte.com,1995-08-29,4
beta.xerox.com,1995-08-30,1
seifertpc.jsc.nasa.gov,1995-07-26,5
ed247.ulib.albany.edu,1995-07-28,1
151.163.7.119,1995-08-04,1
e659229.boeing.com,1995-08-04,1
internet-gw.aix.ibm.ch,1995-08-08,1
www-b3.proxy.aol.com,1995-08-08,2
130.99.42.115,1995-08-08,1
128.217.63.13,1995-08-09,1
crc185.cac.washington.edu,1995-08-10,3
spacelink.msfc.nasa.gov,1995-08-11,3
199.1.60.95,1995-08-13,3
smith.lsis.loral.com,1995-08-14,1
pm2_27.digital.net,1995-08-14,2
sl-013.sl.cybercomm.net,1995-08-15,2
eburns.tiac.net,1995-08-15,1
tide01.microsoft.com,1995-08-16,5
www-b4.proxy.aol.com,1995-08-20,3
204.62.245.37,1995-08-22,5
dynam83.nbnet.nb.ca,1995-08-22,1
wells.peak.org,1995-08-24,2
a-206-55.sp.neu.edu,1995-08-24,4
www.cc.kagoshima-u.ac.jp,1995-08-28,2
juniper.egr.uh.edu,1995-08-28,1
199.190.250.10,1995-07-01,1
pm1-orl7.iag.net,1995-07-01,2
port16.tserver2.ucf.edu,1995-07-03,1
pslip095.mia-fl.ids.net,1995-07-03,1
n104969.ksc.nasa.gov,1995-07-05,1
ppp21.ott.worldlinx.com,1995-07-05,3
mill2.millcomm.com,1995-07-06,2
mjester.wff.nasa.gov,1995-07-06,1
slip56.ucs.orst.edu,1995-07-06,2
monolith.uunet.ca,1995-07-07,13
ml42pc6.uta.fi,1995-07-07,1
199.99.73.134,1995-07-07,1
dagger.pdial.interpath.net,1995-07-08,1
net149.metronet.com,1995-07-08,1
198.133.29.18,1995-07-10,1
141.240.223.110,1995-07-10,1
bluebird.ksc.nasa.gov,1995-07-11,1
blee.cfo.hq.nasa.gov,1995-07-11,1
d17.itsnet.com,1995-07-12,1
e5s97.syd.enternet.com.au,1995-07-13,3
129.244.221.20,1995-07-18,1
pm-knst1-144.coastalnet.com,1995-07-21,1
pm1-orl26.iag.net,1995-07-21,2
ix-nyc6-27.ix.netcom.com,1995-07-24,1
palona1.cns.hp.com,1995-07-24,1
lab1.newton.utoledo.edu,1995-07-25,1
dd19-041.compuserve.com,1995-08-31,1
204.192.8.15,1995-08-31,1
peacock.demon.co.uk,1995-08-06,2
130.99.42.115,1995-08-09,3
j13.mlk1.jaring.my,1995-08-11,1
203.9.191.77,1995-08-12,3
gatekeeper.ci.austin.tx.us,1995-08-15,1
relay02.jpmorgan.com,1995-08-18,6
sp069.cern.ch,1995-08-25,2
interlock.dfw.ibm.com,1995-08-25,3
ppp205.rtd.com,1995-07-04,2
sfsp73.slip.net,1995-07-04,3
dal652.computek.net,1995-07-05,1
sanantonio-1-4.i-link.net,1995-07-08,3
bass.hooked.net,1995-07-09,3
port12.cos1-annex.usa.net,1995-07-10,2
204.185.50.27,1995-07-11,1
scopen.sc.hp.com,1995-07-11,4
128.158.54.21,1995-07-12,1
heisenberg.rp.fit.edu,1995-07-13,1
neon.chem.mtu.edu,1995-07-13,4
ci.ist.utl.pt,1995-07-14,1
128.158.46.102,1995-07-14,1
pm2_1.digital.net,1995-07-14,1
ix-hou5-23.ix.netcom.com,1995-07-15,2
lebailly.medill.nwu.edu,1995-07-15,1
www-c6.proxy.aol.com,1995-07-17,2
199.182.187.161,1995-07-17,1
www-c3.proxy.aol.com,1995-07-17,1
dmatheso.nbnet.nb.ca,1995-07-20,1
calclab1.math.tamu.edu,1995-07-21,3
dd07-054.compuserve.com,1995-07-22,1
202.32.66.34,1995-07-24,2
d29.itsnet.com,1995-07-25,1
mon2-02.planete.net,1995-08-29,2
mikasa.iol.it,1995-08-31,1
pm-rm1-62.coastalnet.com,1995-08-31,2
140.244.94.17,1995-07-27,1
204.134.97.29,1995-08-03,2
hix.cs.uoregon.edu,1995-08-03,2
www.rz.fhtw-berlin.de,1995-08-07,2
netb53.bah.com,1995-08-08,1
ppp1.cuug.ab.ca,1995-08-08,1
monty1.atw.fullfeed.com,1995-08-09,2
crl12.crl.com,1995-08-10,1
203.10.73.4,1995-08-14,1
rhumba.synergylabs.com,1995-08-14,2
bfld-24.rust.net,1995-08-15,1
slip-2-29.shore.net,1995-08-16,1
rosewood.frco.com,1995-08-18,2
greenlan.kns.com,1995-08-25,1
buffnet1.buffnet.net,1995-08-25,2
sprill.demon.co.uk,1995-08-26,1
svasu.extern.ucsd.edu,1995-07-02,1
piweba3y.prodigy.com,1995-07-02,4
130.99.52.153,1995-07-02,1
pm032-01.dialip.mich.net,1995-07-04,1
163.205.162.66,1995-07-05,1
131.158.54.104,1995-07-06,30
ix-den10-07.ix.netcom.com,1995-07-06,2
srv1.freenet.calgary.ab.ca,1995-07-07,1
cs-p3.boston.k12.ma.us,1995-07-08,2
port-1-3.access.one.net,1995-07-08,2
ns.gamewood.net,1995-07-09,1
dtnet43-163.dt.navy.mil,1995-07-10,1
ip209.msp.primenet.com,1995-07-10,3
erigate.ericsson.se,1995-07-11,1
edt.thegroup.net,1995-07-11,3
ramsay.ann-arbor.mi.us,1995-07-13,1
138.145.14.182,1995-07-14,1
at222504.uqtr.uquebec.ca,1995-07-14,1
winnie.fit.edu,1995-07-17,1
ppp1-166.ganet.net,1995-07-18,2
splw.larc.nasa.gov,1995-07-18,2
130.199.50.133,1995-07-21,3
128.158.48.245,1995-07-21,1
gatekeeper.sciatl.com,1995-07-21,3
dd07-011.compuserve.com,1995-07-22,4
ad07-052.compuserve.com,1995-07-24,1
slip-16.mint.net,1995-07-26,3
sec3at.ihas.nagoya-u.ac.jp,1995-08-30,1
ip-pdx04-25.teleport.com,1995-08-30,1
indigosc3.nlr.nl,1995-08-31,1
training_lab_3.lkwash.wednet.edu,1995-07-26,10
formica.nist.gov,1995-08-03,2
gatekeeper.hchp.org,1995-08-03,1
niteman.imuis.uiowa.edu,1995-08-03,7
piweba3y.prodigy.com,1995-08-04,2
ix-chi12-05.ix.netcom.com,1995-08-04,1
tty16.com1.oknet.com,1995-08-04,1
styx21.tripnet.se,1995-08-06,7
ix-ont4-05.ix.netcom.com,1995-08-07,1
www-c4.proxy.aol.com,1995-08-08,17
a3017.dial.tip.net,1995-08-08,3
sb_thompson.pnl.gov,1995-08-09,2
